2.015000	17
2.045000	17
2.075000	18
2.105000	15
2.135000	12
2.165000	13
2.195000	11
2.225000	13
2.255000	7
2.285000	17
2.315000	14
2.345000	12
2.375000	13
2.405000	14
2.435000	14
2.465000	24
2.495000	9
2.525000	15
2.555000	10
2.585000	13
2.615000	9
2.645000	14
2.675000	11
2.705000	12
2.735000	11
2.765000	11
2.795000	22
2.825000	7
2.855000	16
2.885000	20
2.915000	21
2.945000	15
2.975000	9
3.005000	10
3.035000	9
3.065000	12
3.095000	14
3.125000	17
3.155000	8
3.185000	16
3.215000	7
3.245000	12
3.275000	22
3.305000	18
3.335000	17
3.365000	11
3.395000	8
3.425000	15
3.455000	16
3.485000	16
3.515000	13
3.545000	13
3.575000	12
3.605000	26
3.635000	9
3.665000	16
3.695000	13
3.725000	11
3.755000	3
3.785000	0
3.815000	0
3.845000	0
3.875000	0
3.905000	0
3.935000	0
3.965000	0
3.995000	0
time=6.283185e+04	sumtotal=800
