2.015000	19
2.045000	12
2.075000	8
2.105000	13
2.135000	15
2.165000	13
2.195000	12
2.225000	14
2.255000	13
2.285000	21
2.315000	9
2.345000	14
2.375000	15
2.405000	11
2.435000	21
2.465000	19
2.495000	10
2.525000	13
2.555000	11
2.585000	7
2.615000	15
2.645000	10
2.675000	11
2.705000	10
2.735000	13
2.765000	13
2.795000	19
2.825000	9
2.855000	18
2.885000	21
2.915000	19
2.945000	11
2.975000	11
3.005000	9
3.035000	10
3.065000	13
3.095000	22
3.125000	8
3.155000	11
3.185000	14
3.215000	15
3.245000	31
3.275000	23
3.305000	6
3.335000	3
3.365000	6
3.395000	12
3.425000	13
3.455000	21
3.485000	13
3.515000	12
3.545000	15
3.575000	9
3.605000	12
3.635000	9
3.665000	15
3.695000	7
3.725000	6
3.755000	0
3.785000	0
3.815000	0
3.845000	0
3.875000	0
3.905000	0
3.935000	0
3.965000	0
3.995000	0
time=3.141593e+07	sumtotal=765
