2.015000	16
2.045000	18
2.075000	18
2.105000	14
2.135000	11
2.165000	13
2.195000	11
2.225000	13
2.255000	7
2.285000	18
2.315000	12
2.345000	14
2.375000	13
2.405000	16
2.435000	14
2.465000	23
2.495000	6
2.525000	17
2.555000	11
2.585000	10
2.615000	10
2.645000	14
2.675000	13
2.705000	10
2.735000	10
2.765000	12
2.795000	21
2.825000	11
2.855000	13
2.885000	20
2.915000	22
2.945000	14
2.975000	8
3.005000	11
3.035000	8
3.065000	14
3.095000	18
3.125000	12
3.155000	9
3.185000	14
3.215000	9
3.245000	13
3.275000	41
3.305000	18
3.335000	0
3.365000	4
3.395000	10
3.425000	16
3.455000	21
3.485000	11
3.515000	12
3.545000	14
3.575000	14
3.605000	28
3.635000	9
3.665000	13
3.695000	13
3.725000	10
3.755000	2
3.785000	0
3.815000	0
3.845000	0
3.875000	0
3.905000	0
3.935000	0
3.965000	0
3.995000	0
time=6.283185e+06	sumtotal=797
